season,date,match_name,result,h_odd,d_odd,a_odd
2015/2016,22 Aug 2015,Sunderland - Swansea,1:1,3.85,3.38,2.08
2015/2016,22 Aug 2015,West Ham - Bournemouth,3:4,2.59,3.47,2.85
2015/2016,22 Aug 2015,Manchester Utd - Newcastle,0:0,1.35,5.34,10.12
2015/2016,17 Aug 2015,Liverpool - Bournemouth,1:0,1.52,4.41,7.12
2015/2016,16 Aug 2015,Manchester City - Chelsea,3:0,2.00,3.56,4.00
2015/2016,16 Aug 2015,Crystal Palace - Arsenal,1:2,5.14,3.99,1.70
2015/2016,15 Aug 2015,Sunderland - Norwich,1:3,-,-,-
2015/2016,15 Aug 2015,Swansea - Newcastle,2:0,1.85,3.71,4.44
2015/2016,15 Aug 2015,Tottenham - Stoke,2:2,1.70,3.80,5.43
2015/2016,15 Aug 2015,Watford - West Brom,0:0,2.05,3.48,3.81
2015/2016,15 Aug 2015,West Ham - Leicester,1:2,2.39,3.43,3.10
2015/2016,15 Aug 2015,Southampton - Everton,0:3,2.01,3.51,4.01
2015/2016,14 Aug 2015,Aston Villa - Manchester Utd,0:1,5.22,3.68,1.77
2015/2016,10 Aug 2015,West Brom - Manchester City,0:3,5.83,4.05,1.64
2015/2016,09 Aug 2015,Stoke - Liverpool,0:1,3.75,3.43,2.10
2015/2016,09 Aug 2015,Arsenal - West Ham,0:2,1.24,6.70,14.06
2015/2016,09 Aug 2015,Newcastle - Southampton,2:2,3.00,3.23,2.54
2015/2016,08 Aug 2015,Chelsea - Swansea,2:2,1.37,4.85,10.75
2015/2016,08 Aug 2015,Bournemouth - Aston Villa,0:1,1.83,3.75,4.48
2015/2016,08 Aug 2015,Everton - Watford,2:2,1.80,3.65,4.92
2015/2016,08 Aug 2015,Leicester - Sunderland,4:2,1.80,3.69,4.78
2015/2016,08 Aug 2015,Norwich - Crystal Palace,1:3,-,-,-
2015/2016,08 Aug 2015,Manchester Utd - Tottenham,1:0,1.64,3.96,5.88
2014/2015,24 May 2015,Arsenal - West Brom,4:1,1.34,5.58,8.82
2014/2015,24 May 2015,Aston Villa - Burnley,0:1,2.21,3.48,3.34
2014/2015,24 May 2015,Chelsea - Sunderland,3:1,1.31,5.73,10.55
2014/2015,24 May 2015,Crystal Palace - Swansea,1:0,1.77,3.87,4.76
2014/2015,24 May 2015,Everton - Tottenham,0:1,2.32,3.51,3.08
2014/2015,24 May 2015,Hull - Manchester Utd,0:0,3.14,3.65,2.25
2014/2015,24 May 2015,Leicester - QPR,5:1,1.50,4.59,6.37
2014/2015,24 May 2015,Manchester City - Southampton,2:0,1.62,4.20,5.51
2014/2015,24 May 2015,Newcastle - West Ham,2:0,1.75,3.92,4.72
2014/2015,24 May 2015,Stoke - Liverpool,6:1,3.34,3.51,2.20
2014/2015,20 May 2015,Arsenal - Sunderland,0:0,1.28,6.03,11.41
2014/2015,18 May 2015,West Brom - Chelsea,3:0,5.36,3.73,1.72
2014/2015,17 May 2015,Manchester Utd - Arsenal,1:1,2.58,3.36,2.89
2014/2015,17 May 2015,Swansea - Manchester City,2:4,4.74,4.06,1.73
2014/2015,16 May 2015,Liverpool - Crystal Palace,1:3,1.45,4.67,7.51
2014/2015,16 May 2015,Burnley - Stoke,0:0,2.59,3.27,2.89
2014/2015,16 May 2015,QPR - Newcastle,2:1,3.16,3.49,2.32
2014/2015,16 May 2015,Sunderland - Leicester,0:0,2.95,3.24,2.56
2014/2015,16 May 2015,Tottenham - Hull,2:0,1.84,3.78,4.35
2014/2015,16 May 2015,West Ham - Everton,1:2,2.51,3.40,2.88
2014/2015,16 May 2015,Southampton - Aston Villa,6:1,1.75,3.80,4.87
2014/2015,11 May 2015,Arsenal - Swansea,0:1,1.32,5.66,10.06
2014/2015,10 May 2015,Chelsea - Liverpool,1:1,2.13,3.42,3.67
2014/2015,10 May 2015,Manchester City - QPR,6:0,1.19,7.68,14.83
2014/2015,09 May 2015,Crystal Palace - Manchester Utd,1:2,4.64,3.59,1.84
2014/2015,09 May 2015,Aston Villa - West Ham,1:0,1.80,3.76,4.63
2014/2015,09 May 2015,Hull - Burnley,0:1,1.89,3.53,4.45
2014/2015,09 May 2015,Leicester - Southampton,2:0,2.73,3.30,2.70
2014/2015,09 May 2015,Newcastle - West Brom,1:1,2.22,3.34,3.49
2014/2015,09 May 2015,Stoke - Tottenham,3:0,3.23,3.41,2.29
2014/2015,09 May 2015,Everton - Sunderland,0:2,1.69,3.80,5.51
2014/2015,04 May 2015,Hull - Arsenal,1:3,5.25,3.76,1.73
2014/2015,03 May 2015,Tottenham - Manchester City,0:1,3.35,3.62,2.18
2014/2015,03 May 2015,Chelsea - Crystal Palace,1:0,1.32,5.33,11.38
2014/2015,02 May 2015,Manchester Utd - West Brom,0:1,1.38,4.94,9.55
2014/2015,02 May 2015,Aston Villa - Everton,3:2,2.61,3.24,2.86
2014/2015,02 May 2015,Liverpool - QPR,2:1,1.36,5.30,9.25
2014/2015,02 May 2015,Sunderland - Southampton,2:1,4.05,3.34,2.03
2014/2015,02 May 2015,Swansea - Stoke,2:0,2.25,3.29,3.45
2014/2015,02 May 2015,West Ham - Burnley,1:0,2.31,3.37,3.25
2014/2015,02 May 2015,Leicester - Newcastle,3:0,1.84,3.66,4.55
2014/2015,29 Apr 2015,Leicester - Chelsea,1:3,4.99,3.78,1.75
2014/2015,28 Apr 2015,Hull - Liverpool,1:0,3.97,3.41,2.05
2014/2015,26 Apr 2015,Arsenal - Chelsea,0:0,2.48,3.24,3.11
2014/2015,26 Apr 2015,Everton - Manchester Utd,3:0,4.14,3.38,2.02
2014/2015,25 Apr 2015,Manchester City - Aston Villa,3:2,1.27,6.09,12.31
2014/2015,25 Apr 2015,Crystal Palace - Hull,0:2,2.00,3.35,4.21
2014/2015,25 Apr 2015,Newcastle - Swansea,2:3,2.37,3.26,3.27
2014/2015,25 Apr 2015,Stoke - Sunderland,1:1,1.83,3.40,5.11
2014/2015,25 Apr 2015,West Brom - Liverpool,0:0,4.38,3.55,1.91
2014/2015,25 Apr 2015,Burnley - Leicester,0:1,2.75,3.28,2.71
2014/2015,25 Apr 2015,QPR - West Ham,0:0,2.26,3.42,3.34
2014/2015,25 Apr 2015,Southampton - Tottenham,2:2,2.03,3.47,3.85
2014/2015,19 Apr 2015,Newcastle - Tottenham,1:3,3.00,3.37,2.46
2014/2015,19 Apr 2015,Manchester City - West Ham,2:0,1.26,6.44,11.79
2014/2015,18 Apr 2015,Chelsea - Manchester Utd,1:0,1.96,3.48,4.27
2014/2015,18 Apr 2015,Crystal Palace - West Brom,0:2,2.01,3.35,4.11
2014/2015,18 Apr 2015,Everton - Burnley,1:0,1.81,3.63,4.86
2014/2015,18 Apr 2015,Leicester - Swansea,2:0,2.06,3.47,3.80
2014/2015,18 Apr 2015,Stoke - Southampton,2:1,3.27,3.21,2.38
2014/2015,13 Apr 2015,Liverpool - Newcastle,2:0,1.35,5.25,9.65
2014/2015,12 Apr 2015,Manchester Utd - Manchester City,4:2,2.72,3.26,2.80
2014/2015,12 Apr 2015,QPR - Chelsea,0:1,8.53,4.88,1.41
2014/2015,11 Apr 2015,Burnley - Arsenal,0:1,6.37,4.10,1.58
2014/2015,11 Apr 2015,Southampton - Hull,2:0,1.57,3.93,6.77
2014/2015,11 Apr 2015,Sunderland - Crystal Palace,1:4,2.76,3.18,2.80
2014/2015,11 Apr 2015,Tottenham - Aston Villa,0:1,1.63,4.07,5.76
2014/2015,11 Apr 2015,West Brom - Leicester,2:3,2.32,3.32,3.29
2014/2015,11 Apr 2015,West Ham - Stoke,1:1,2.17,3.36,3.62
2014/2015,11 Apr 2015,Swansea - Everton,1:1,2.51,3.28,3.01
2014/2015,07 Apr 2015,Aston Villa - QPR,3:3,2.09,3.34,3.91
2014/2015,06 Apr 2015,Crystal Palace - Manchester City,2:1,5.52,4.15,1.64
2014/2015,05 Apr 2015,Sunderland - Newcastle,1:0,2.69,3.14,2.90
2014/2015,05 Apr 2015,Burnley - Tottenham,0:0,3.26,3.51,2.26
2014/2015,04 Apr 2015,Chelsea - Stoke,2:1,1.30,5.46,12.57
2014/2015,04 Apr 2015,Everton - Southampton,1:0,2.82,3.18,2.74
2014/2015,04 Apr 2015,Leicester - West Ham,2:1,2.19,3.51,3.38
2014/2015,04 Apr 2015,Manchester Utd - Aston Villa,3:1,1.34,5.16,10.36
2014/2015,04 Apr 2015,Swansea - Hull,3:1,1.98,3.33,4.29
2014/2015,04 Apr 2015,West Brom - QPR,1:4,1.81,3.54,4.92
2014/2015,04 Apr 2015,Arsenal - Liverpool,4:1,1.84,3.70,4.51
2014/2015,22 Mar 2015,Hull - Chelsea,2:3,8.00,4.03,1.52
2014/2015,22 Mar 2015,QPR - Everton,1:2,3.49,3.44,2.19
2014/2015,22 Mar 2015,Liverpool - Manchester Utd,1:2,2.31,3.29,3.42
2014/2015,21 Mar 2015,West Ham - Sunderland,1:0,1.84,3.56,4.78
2014/2015,21 Mar 2015,Aston Villa - Swansea,0:1,2.62,3.17,2.97
2014/2015,21 Mar 2015,Newcastle - Arsenal,1:2,5.50,4.12,1.65
2014/2015,21 Mar 2015,Southampton - Burnley,2:0,1.48,4.35,7.79
2014/2015,21 Mar 2015,Stoke - Crystal Palace,1:2,2.45,3.16,3.20
2014/2015,21 Mar 2015,Tottenham - Leicester,4:3,1.64,4.11,5.58
2014/2015,21 Mar 2015,Manchester City - West Brom,3:0,1.31,5.77,10.54
2014/2015,16 Mar 2015,Swansea - Liverpool,0:1,4.28,3.45,1.96
2014/2015,15 Mar 2015,Everton - Newcastle,3:0,1.82,3.58,4.77
2014/2015,15 Mar 2015,Manchester Utd - Tottenham,3:0,1.86,3.73,4.35
2014/2015,15 Mar 2015,Chelsea - Southampton,1:1,1.61,3.86,6.59
2014/2015,14 Mar 2015,Burnley - Manchester City,1:0,7.42,4.96,1.42
2014/2015,14 Mar 2015,Arsenal - West Ham,3:0,1.34,5.42,9.63
2014/2015,14 Mar 2015,Leicester - Hull,0:0,2.09,3.27,3.95
2014/2015,14 Mar 2015,Sunderland - Aston Villa,0:4,2.35,3.20,3.33
2014/2015,14 Mar 2015,West Brom - Stoke,1:0,2.51,3.11,3.14
2014/2015,14 Mar 2015,Crystal Palace - QPR,3:1,1.80,3.63,4.87
2014/2015,07 Mar 2015,QPR - Tottenham,1:2,4.51,3.77,1.82
2014/2015,04 Mar 2015,Liverpool - Burnley,2:0,1.36,5.15,9.71
2014/2015,04 Mar 2015,Manchester City - Leicester,2:0,1.24,6.63,12.91
2014/2015,04 Mar 2015,Newcastle - Manchester Utd,0:1,4.57,3.57,1.87
2014/2015,04 Mar 2015,QPR - Arsenal,1:2,6.97,4.67,1.48
2014/2015,04 Mar 2015,Stoke - Everton,2:0,2.67,3.19,2.88
2014/2015,04 Mar 2015,Tottenham - Swansea,3:2,1.75,3.75,5.12
2014/2015,04 Mar 2015,West Ham - Chelsea,0:1,6.03,4.16,1.59
2014/2015,03 Mar 2015,Aston Villa - West Brom,2:1,2.91,3.05,2.74
2014/2015,03 Mar 2015,Hull - Sunderland,1:1,2.23,3.20,3.63
2014/2015,03 Mar 2015,Southampton - Crystal Palace,1:0,1.66,3.78,5.84
2014/2015,01 Mar 2015,Arsenal - Everton,2:0,1.56,4.27,6.30
2014/2015,01 Mar 2015,Liverpool - Manchester City,2:1,3.28,3.52,2.26
2014/2015,28 Feb 2015,Burnley - Swansea,0:1,2.48,3.23,3.08
2014/2015,28 Feb 2015,Manchester Utd - Sunderland,2:0,1.37,4.98,9.96
2014/2015,28 Feb 2015,Newcastle - Aston Villa,1:0,1.98,3.37,4.22
2014/2015,28 Feb 2015,Stoke - Hull,1:0,2.04,3.24,4.20
2014/2015,28 Feb 2015,West Brom - Southampton,1:0,3.30,3.20,2.36
2014/2015,28 Feb 2015,West Ham - Crystal Palace,1:3,2.19,3.27,3.57
2014/2015,22 Feb 2015,Southampton - Liverpool,0:2,2.60,3.25,2.91
2014/2015,22 Feb 2015,Everton - Leicester,2:2,1.78,3.64,4.99
2014/2015,22 Feb 2015,Tottenham - West Ham,2:2,1.79,3.76,4.70
2014/2015,21 Feb 2015,Manchester City - Newcastle,5:0,1.29,5.88,11.01
2014/2015,21 Feb 2015,Aston Villa - Stoke,1:2,2.59,3.15,2.98
2014/2015,21 Feb 2015,Chelsea - Burnley,1:1,1.20,6.98,16.39
2014/2015,21 Feb 2015,Crystal Palace - Arsenal,1:2,4.91,3.72,1.77
2014/2015,21 Feb 2015,Hull - QPR,2:1,1.84,3.47,4.82
2014/2015,21 Feb 2015,Sunderland - West Brom,0:0,2.78,3.06,2.84
2014/2015,21 Feb 2015,Swansea - Manchester Utd,2:1,3.79,3.35,2.12
2014/2015,11 Feb 2015,Crystal Palace - Newcastle,1:1,2.27,3.28,3.47
2014/2015,11 Feb 2015,West Brom - Swansea,2:0,2.40,3.19,3.28
2014/2015,11 Feb 2015,Chelsea - Everton,1:0,1.37,5.13,9.36
2014/2015,11 Feb 2015,Manchester Utd - Burnley,3:1,1.32,5.64,10.43
2014/2015,11 Feb 2015,Southampton - West Ham,0:0,1.69,3.87,5.43
2014/2015,11 Feb 2015,Stoke - Manchester City,1:4,5.61,4.00,1.65
2014/2015,10 Feb 2015,Liverpool - Tottenham,3:2,1.91,3.65,4.21
2014/2015,10 Feb 2015,Arsenal - Leicester,2:1,1.30,5.76,11.37
2014/2015,10 Feb 2015,Hull - Aston Villa,2:0,2.21,3.17,3.76
2014/2015,10 Feb 2015,Sunderland - QPR,0:2,1.90,3.51,4.46
2014/2015,08 Feb 2015,West Ham - Manchester Utd,1:1,4.22,3.65,1.91
2014/2015,08 Feb 2015,Newcastle - Stoke,1:1,2.23,3.30,3.53
2014/2015,08 Feb 2015,Burnley - West Brom,2:2,2.55,3.14,3.10
2014/2015,07 Feb 2015,Everton - Liverpool,0:0,3.44,3.32,2.28
2014/2015,07 Feb 2015,Aston Villa - Chelsea,1:2,8.36,4.57,1.44
2014/2015,07 Feb 2015,Leicester - Crystal Palace,0:1,2.40,3.23,3.24
2014/2015,07 Feb 2015,Manchester City - Hull,1:1,1.22,6.84,15.25
2014/2015,07 Feb 2015,QPR - Southampton,0:1,4.31,3.58,1.89
2014/2015,07 Feb 2015,Swansea - Sunderland,1:1,1.97,3.37,4.28
2014/2015,07 Feb 2015,Tottenham - Arsenal,2:1,3.33,3.47,2.26
2014/2015,01 Feb 2015,Southampton - Swansea,0:1,1.65,3.87,5.97
2014/2015,01 Feb 2015,Arsenal - Aston Villa,5:0,1.29,5.87,11.73
2014/2015,31 Jan 2015,Chelsea - Manchester City,1:1,2.15,3.39,3.71
2014/2015,31 Jan 2015,Crystal Palace - Everton,0:1,2.56,3.26,2.97
2014/2015,31 Jan 2015,Liverpool - West Ham,2:0,1.63,4.17,5.71
2014/2015,31 Jan 2015,Manchester Utd - Leicester,3:1,1.37,5.18,9.04
2014/2015,31 Jan 2015,Stoke - QPR,3:1,1.77,3.63,5.07
2014/2015,31 Jan 2015,Sunderland - Burnley,2:0,2.32,3.24,3.39
2014/2015,31 Jan 2015,West Brom - Tottenham,0:3,2.88,3.25,2.63
2014/2015,31 Jan 2015,Hull - Newcastle,0:3,2.61,3.18,3.00
2014/2015,19 Jan 2015,Everton - West Brom,0:0,1.84,3.54,4.76
2014/2015,18 Jan 2015,Manchester City - Arsenal,0:2,1.79,3.99,4.46
2014/2015,18 Jan 2015,West Ham - Hull,3:0,1.74,3.68,5.34
2014/2015,17 Jan 2015,Newcastle - Southampton,1:2,2.87,3.21,2.68
2014/2015,17 Jan 2015,Aston Villa - Liverpool,0:2,4.55,3.58,1.88
2014/2015,17 Jan 2015,Burnley - Crystal Palace,2:3,2.46,3.21,3.21
2014/2015,17 Jan 2015,Leicester - Stoke,0:1,2.51,3.28,3.04
2014/2015,17 Jan 2015,QPR - Manchester Utd,0:2,5.78,4.31,1.60
2014/2015,17 Jan 2015,Swansea - Chelsea,0:5,6.96,4.29,1.53
2014/2015,17 Jan 2015,Tottenham - Sunderland,2:1,1.58,4.16,6.34
2014/2015,11 Jan 2015,Manchester Utd - Southampton,0:1,1.82,3.64,4.76
2014/2015,11 Jan 2015,Arsenal - Stoke,3:0,1.48,4.48,7.45
2014/2015,10 Jan 2015,Crystal Palace - Tottenham,2:1,3.45,3.39,2.23
2014/2015,10 Jan 2015,Burnley - QPR,2:1,2.09,3.45,3.73
2014/2015,10 Jan 2015,Chelsea - Newcastle,2:0,1.21,7.20,16.04
2014/2015,10 Jan 2015,Everton - Manchester City,1:1,4.52,3.91,1.81
2014/2015,10 Jan 2015,Leicester - Aston Villa,1:0,2.19,3.32,3.60
2014/2015,10 Jan 2015,Swansea - West Ham,1:1,2.17,3.42,3.53
2014/2015,10 Jan 2015,West Brom - Hull,1:0,2.02,3.25,4.31
2014/2015,10 Jan 2015,Sunderland - Liverpool,0:1,3.74,3.38,2.14
2014/2015,01 Jan 2015,Tottenham - Chelsea,5:3,5.93,4.01,1.64
2014/2015,01 Jan 2015,Aston Villa - Crystal Palace,0:0,2.32,3.20,3.47
2014/2015,01 Jan 2015,Hull - Everton,2:0,3.16,3.26,2.45
2014/2015,01 Jan 2015,Liverpool - Leicester,2:2,1.40,4.99,8.73
2014/2015,01 Jan 2015,Manchester City - Sunderland,3:2,1.23,6.64,14.80
2014/2015,01 Jan 2015,Newcastle - Burnley,3:3,1.90,3.54,4.48
2014/2015,01 Jan 2015,QPR - Swansea,1:1,3.01,3.43,2.45
2014/2015,01 Jan 2015,Southampton - Arsenal,2:0,2.65,3.42,2.76
2014/2015,01 Jan 2015,West Ham - West Brom,1:1,1.81,3.75,4.69
2014/2015,01 Jan 2015,Stoke - Manchester Utd,1:1,4.52,3.57,1.89
2014/2015,29 Dec 2014,Liverpool - Swansea,4:1,1.72,3.84,5.29
2014/2015,28 Dec 2014,Newcastle - Everton,3:2,2.62,3.36,2.82
2014/2015,28 Dec 2014,Aston Villa - Sunderland,0:0,2.21,3.25,3.64
2014/2015,28 Dec 2014,Hull - Leicester,0:1,2.50,3.22,3.08
2014/2015,28 Dec 2014,Manchester City - Burnley,2:2,1.20,7.22,16.06
2014/2015,28 Dec 2014,QPR - Crystal Palace,0:0,2.49,3.30,3.04
2014/2015,28 Dec 2014,Stoke - West Brom,2:0,2.02,3.32,4.20
2014/2015,28 Dec 2014,West Ham - Arsenal,1:2,3.79,3.66,2.01
2014/2015,28 Dec 2014,Southampton - Chelsea,1:1,4.41,3.49,1.92
2014/2015,28 Dec 2014,Tottenham - Manchester Utd,0:0,3.06,3.49,2.38
2014/2015,26 Dec 2014,Arsenal - QPR,2:1,1.28,5.93,12.07
2014/2015,26 Dec 2014,Burnley - Liverpool,0:1,5.42,3.92,1.68
2014/2015,26 Dec 2014,Crystal Palace - Southampton,1:3,3.79,3.36,2.12
2014/2015,26 Dec 2014,Everton - Stoke,0:1,1.86,3.59,4.58
2014/2015,26 Dec 2014,Leicester - Tottenham,1:2,3.38,3.49,2.21
2014/2015,26 Dec 2014,Manchester Utd - Newcastle,3:1,1.37,5.20,9.25
2014/2015,26 Dec 2014,Sunderland - Hull,1:3,2.00,3.25,4.41
2014/2015,26 Dec 2014,Swansea - Aston Villa,1:0,1.70,3.77,5.51
2014/2015,26 Dec 2014,West Brom - Manchester City,1:3,5.98,4.21,1.59
2014/2015,26 Dec 2014,Chelsea - West Ham,2:0,1.31,5.71,10.23
2014/2015,22 Dec 2014,Stoke - Chelsea,0:2,6.32,4.03,1.60
2014/2015,21 Dec 2014,Liverpool - Arsenal,2:2,2.81,3.54,2.54
2014/2015,21 Dec 2014,Newcastle - Sunderland,0:1,2.14,3.30,3.78
2014/2015,20 Dec 2014,Aston Villa - Manchester Utd,1:1,6.03,4.01,1.63
2014/2015,20 Dec 2014,Hull - Swansea,0:1,2.76,3.17,2.82
2014/2015,20 Dec 2014,QPR - West Brom,3:2,2.50,3.29,3.06
2014/2015,20 Dec 2014,Southampton - Everton,3:0,2.33,3.37,3.28
2014/2015,20 Dec 2014,Tottenham - Burnley,2:1,1.44,4.64,7.90
2014/2015,20 Dec 2014,West Ham - Leicester,2:0,1.67,4.00,5.57
2014/2015,20 Dec 2014,Manchester City - Crystal Palace,3:0,1.30,5.68,11.54
2014/2015,15 Dec 2014,Everton - QPR,3:1,1.42,4.90,7.78
2014/2015,14 Dec 2014,Swansea - Tottenham,1:2,2.41,3.44,3.04
2014/2015,14 Dec 2014,Manchester Utd - Liverpool,3:0,1.86,3.61,4.54
2014/2015,13 Dec 2014,Arsenal - Newcastle,4:1,1.42,5.08,7.43
2014/2015,13 Dec 2014,Burnley - Southampton,1:0,4.94,3.61,1.81
2014/2015,13 Dec 2014,Chelsea - Hull,2:0,1.18,7.52,18.79
2014/2015,13 Dec 2014,Crystal Palace - Stoke,1:1,2.47,3.20,3.14
2014/2015,13 Dec 2014,Leicester - Manchester City,0:1,7.45,4.77,1.46
2014/2015,13 Dec 2014,Sunderland - West Ham,1:1,2.78,3.26,2.71
2014/2015,13 Dec 2014,West Brom - Aston Villa,1:0,2.21,3.27,3.60
2014/2015,08 Dec 2014,Southampton - Manchester Utd,1:2,2.93,3.43,2.51
2014/2015,07 Dec 2014,Aston Villa - Leicester,2:1,2.48,3.33,3.03
2014/2015,07 Dec 2014,West Ham - Swansea,3:1,2.34,3.34,3.24
2014/2015,06 Dec 2014,Manchester City - Everton,1:0,1.46,4.78,7.15
2014/2015,06 Dec 2014,Hull - West Brom,0:0,2.44,3.24,3.17
2014/2015,06 Dec 2014,Liverpool - Sunderland,0:0,1.48,4.49,7.52
2014/2015,06 Dec 2014,QPR - Burnley,2:0,2.05,3.42,3.92
2014/2015,06 Dec 2014,Stoke - Arsenal,3:2,3.62,3.40,2.15
2014/2015,06 Dec 2014,Tottenham - Crystal Palace,0:0,1.65,3.95,5.76
2014/2015,06 Dec 2014,Newcastle - Chelsea,2:1,6.26,4.13,1.59
2014/2015,03 Dec 2014,Arsenal - Southampton,1:0,1.78,3.71,4.99
2014/2015,03 Dec 2014,Chelsea - Tottenham,3:0,1.44,4.74,8.06
2014/2015,03 Dec 2014,Everton - Hull,1:1,1.52,4.35,6.94
2014/2015,03 Dec 2014,Sunderland - Manchester City,1:4,7.13,4.76,1.47
2014/2015,02 Dec 2014,Crystal Palace - Aston Villa,0:1,2.04,3.42,4.02
2014/2015,02 Dec 2014,West Brom - West Ham,1:2,2.45,3.32,3.10
2014/2015,02 Dec 2014,Burnley - Newcastle,1:1,2.87,3.28,2.64
2014/2015,02 Dec 2014,Leicester - Liverpool,1:3,4.02,3.56,1.99
2014/2015,02 Dec 2014,Manchester Utd - Stoke,2:1,1.59,4.11,6.30
2014/2015,02 Dec 2014,Swansea - QPR,2:0,1.67,3.98,5.54
2014/2015,30 Nov 2014,Tottenham - Everton,2:1,2.26,3.42,3.34
2014/2015,30 Nov 2014,Southampton - Manchester City,0:3,3.00,3.37,2.46
2014/2015,29 Nov 2014,Sunderland - Chelsea,0:0,8.79,5.15,1.37
2014/2015,29 Nov 2014,Burnley - Aston Villa,1:1,2.23,3.30,3.52
2014/2015,29 Nov 2014,Liverpool - Stoke,1:0,1.72,3.85,5.21
2014/2015,29 Nov 2014,Manchester Utd - Hull,3:0,1.36,5.25,9.19
2014/2015,29 Nov 2014,QPR - Leicester,3:2,2.47,3.29,3.07
2014/2015,29 Nov 2014,Swansea - Crystal Palace,1:1,1.85,3.55,4.70
2014/2015,29 Nov 2014,West Ham - Newcastle,1:0,2.30,3.38,3.29
2014/2015,29 Nov 2014,West Brom - Arsenal,0:1,4.92,3.75,1.78
2014/2015,24 Nov 2014,Aston Villa - Southampton,1:1,5.59,3.92,1.67
2014/2015,23 Nov 2014,Hull - Tottenham,1:2,3.42,3.40,2.23
2014/2015,23 Nov 2014,Crystal Palace - Liverpool,3:1,4.17,3.51,1.96
2014/2015,22 Nov 2014,Arsenal - Manchester Utd,1:2,2.01,3.68,3.79
2014/2015,22 Nov 2014,Chelsea - West Brom,2:0,1.23,6.53,14.90
2014/2015,22 Nov 2014,Everton - West Ham,2:1,1.62,4.18,5.63
2014/2015,22 Nov 2014,Leicester - Sunderland,0:0,1.97,3.54,4.06
2014/2015,22 Nov 2014,Manchester City - Swansea,2:1,1.36,5.45,8.87
2014/2015,22 Nov 2014,Newcastle - QPR,1:0,1.82,3.65,4.75
2014/2015,22 Nov 2014,Stoke - Burnley,1:2,1.66,3.71,6.22
2014/2015,09 Nov 2014,Swansea - Arsenal,2:1,4.08,3.55,1.97
2014/2015,09 Nov 2014,Sunderland - Everton,1:1,3.87,3.40,2.06
2014/2015,09 Nov 2014,Tottenham - Stoke,1:2,1.81,3.52,4.96
2014/2015,09 Nov 2014,West Brom - Newcastle,0:2,2.17,3.38,3.59
2014/2015,08 Nov 2014,QPR - Manchester City,2:2,6.71,4.64,1.50
2014/2015,08 Nov 2014,Burnley - Hull,1:0,2.51,3.34,2.96
2014/2015,08 Nov 2014,Manchester Utd - Crystal Palace,1:0,1.33,5.53,10.03
2014/2015,08 Nov 2014,Southampton - Leicester,2:0,1.46,4.74,7.30
2014/2015,08 Nov 2014,West Ham - Aston Villa,0:0,1.71,3.79,5.36
2014/2015,08 Nov 2014,Liverpool - Chelsea,1:2,3.42,3.46,2.22
2014/2015,03 Nov 2014,Crystal Palace - Sunderland,1:3,2.09,3.35,3.93
2014/2015,02 Nov 2014,Aston Villa - Tottenham,1:2,4.31,3.53,1.92
2014/2015,02 Nov 2014,Manchester City - Manchester Utd,1:0,2.02,3.65,3.80
2014/2015,01 Nov 2014,Arsenal - Burnley,3:0,1.28,6.09,11.77
2014/2015,01 Nov 2014,Chelsea - QPR,2:1,1.17,7.91,19.55
2014/2015,01 Nov 2014,Everton - Swansea,0:0,1.88,3.61,4.42
2014/2015,01 Nov 2014,Hull - Southampton,0:1,4.16,3.59,1.94
2014/2015,01 Nov 2014,Leicester - West Brom,0:1,2.39,3.40,3.09
2014/2015,01 Nov 2014,Stoke - West Ham,2:2,2.35,3.38,3.18
2014/2015,01 Nov 2014,Newcastle - Liverpool,1:0,3.59,3.62,2.09
2014/2015,27 Oct 2014,QPR - Aston Villa,2:0,2.34,3.29,3.35
2014/2015,26 Oct 2014,Manchester Utd - Chelsea,1:1,2.85,3.28,2.66
2014/2015,26 Oct 2014,Burnley - Everton,1:3,4.12,3.46,1.99
2014/2015,26 Oct 2014,Tottenham - Newcastle,1:2,1.56,4.24,6.22
2014/2015,25 Oct 2014,Swansea - Leicester,2:0,1.84,3.67,4.56
2014/2015,25 Oct 2014,Liverpool - Hull,0:0,1.40,4.94,8.54
2014/2015,25 Oct 2014,Southampton - Stoke,1:0,1.59,4.04,6.33
2014/2015,25 Oct 2014,Sunderland - Arsenal,0:2,4.66,3.73,1.80
2014/2015,25 Oct 2014,West Brom - Crystal Palace,2:2,1.85,3.64,4.53
2014/2015,25 Oct 2014,West Ham - Manchester City,2:1,6.16,4.37,1.56
2014/2015,20 Oct 2014,West Brom - Manchester Utd,2:2,4.83,3.84,1.77
2014/2015,19 Oct 2014,Stoke - Swansea,2:1,2.36,3.27,3.27
2014/2015,19 Oct 2014,QPR - Liverpool,2:3,6.63,4.23,1.54
2014/2015,18 Oct 2014,Arsenal - Hull,2:2,1.41,4.86,8.19
2014/2015,18 Oct 2014,Burnley - West Ham,1:3,2.75,3.33,2.73
2014/2015,18 Oct 2014,Crystal Palace - Chelsea,1:2,7.82,4.49,1.46
2014/2015,18 Oct 2014,Everton - Aston Villa,3:0,1.56,4.31,6.29
2014/2015,18 Oct 2014,Newcastle - Leicester,1:0,2.13,3.51,3.55
2014/2015,18 Oct 2014,Southampton - Sunderland,8:0,1.51,4.29,7.13
2014/2015,18 Oct 2014,Manchester City - Tottenham,4:1,1.46,4.76,7.28
